killer_champion	victim_champion
Corki	Draven
Elise	Akali
Elise	Zed
Draven	Jax
Draven	Nautilus
Akali	Elise
Lucian	Alistar
Draven	Lucian
Corki	Draven
Brand	Twisted Fate
Dr. Mundo	Illaoi
Olaf	Brand
Brand	Twisted Fate
Dr. Mundo	Illaoi
Twitch	Thresh
Twisted Fate	Dr. Mundo
Lucian	Twitch
Twisted Fate	Brand
Poppy	Thresh
Olaf	Lee Sin
Twitch	Olaf
Lucian	Twitch
Lucian	Poppy
Brand	Lucian
Brand	Thresh
Twisted Fate	Brand
Illaoi	Dr. Mundo
Dr. Mundo	Illaoi
Lee Sin	Olaf
Brand	Lucian
Thresh	Twitch
Olaf	Lee Sin
Dr. Mundo	Twisted Fate
Dr. Mundo	Thresh
Twisted Fate	Dr. Mundo
Twisted Fate	Poppy
Thresh	Twitch
Lucian	Lee Sin
Olaf	Brand
Twitch	Lucian
Twitch	Olaf
Twitch	Thresh
Poppy	Illaoi
Twisted Fate	Dr. Mundo
Twisted Fate	Poppy
Twitch	Thresh
Brand	Lucian
Olaf	Brand
Illaoi	Lee Sin
Lucian	Dr. Mundo
Twitch	Lucian
Twisted Fate	Twitch
Brand	Thresh
Brand	Twisted Fate
Lee Sin	Olaf
Twisted Fate	Dr. Mundo
Brand	Olaf
Brand	Twisted Fate
Brand	Illaoi
Lucian	Poppy
Dr. Mundo	Thresh
Olaf	Lee Sin
Twisted Fate	Twitch
Dr. Mundo	Olaf
Dr. Mundo	Lucian
Illaoi	Dr. Mundo
Brand	Twisted Fate
Poppy	Thresh
Brand	Illaoi
Brand	Twisted Fate
Olaf	Brand
Twitch	Olaf
Lucian	Dr. Mundo
Twitch	Illaoi
Twitch	Lucian
Twitch	Twisted Fate
Twitch	Olaf
Lucian	Morgana
Caitlyn	Bard
Lucian	Caitlyn
Gangplank	Darius
Lee Sin	Gangplank
Gangplank	Darius
Lucian	Caitlyn
Twisted Fate	Lucian
Lee Sin	Rammus
Twisted Fate	Bard
Twisted Fate	Lucian
Gangplank	Darius
Lucian	Morgana
Syndra	Twisted Fate
Darius	Gangplank
Lucian	Morgana
Syndra	Twisted Fate
Bard	Lee Sin
Lucian	Caitlyn
Darius	Gangplank
Lucian	Morgana
Lee Sin	Lucian
Syndra	Lee Sin
Caitlyn	Rammus
Syndra	Caitlyn
Twisted Fate	Syndra
Darius	Gangplank
Lucian	Caitlyn
Lucian	Morgana
Syndra	Twisted Fate
Lee Sin	Syndra
Gangplank	Darius
Lucian	Caitlyn
Syndra	Morgana
Lee Sin	Rammus
Lucian	Lee Sin
Lucian	Caitlyn
Lee Sin	Gangplank
Lucian	Caitlyn
Twisted Fate	Rammus
Lucian	Darius
Lee Sin	Gangplank
Rammus	Caitlyn
Darius	Syndra
Darius	Rammus
Darius	Bard
Twisted Fate	Lucian
Caitlyn	Rammus
Lee Sin	Syndra
Syndra	Lee Sin
Gangplank	Twisted Fate
Gangplank	Darius
Gangplank	Caitlyn
Twisted Fate	Syndra
Morgana	Lucian
Lee Sin	Syndra
Gangplank	Lee Sin
Lee Sin	Syndra
Lucian	Darius
Gangplank	Morgana
Caitlyn	Lucian
Gangplank	Caitlyn
Gangplank	Lee Sin
Twisted Fate	Bard
Twisted Fate	Gangplank
Lucian	Caitlyn
Morgana	Bard
Gangplank	Morgana
Gangplank	Darius
Gangplank	Lee Sin
Rammus	Twisted Fate
Gangplank	Morgana
Gangplank	Morgana
Gangplank	Darius
Lee Sin	Gangplank
Caitlyn	Syndra
Lee Sin	Bard
Lucian	Lee Sin
Rammus	Twisted Fate
Lee Sin	Lucian
Darius	Syndra
Rammus	Darius
Gangplank	Morgana
Gangplank	Twisted Fate
Gangplank	Lee Sin
Gangplank	Caitlyn
Lee Sin	Blitzcrank
Lucian	Miss Fortune
Lee Sin	Irelia
Syndra	Diana
Irelia	Vladimir
Lee Sin	Xin Zhao
Lee Sin	Diana
Syndra	Xin Zhao
Irelia	Vladimir
Syndra	Diana
Irelia	Vladimir
Lee Sin	Irelia
Lee Sin	Xin Zhao
Xin Zhao	Lee Sin
Syndra	Diana
Irelia	Vladimir
Lee Sin	Blitzcrank
Alistar	Lucian
Syndra	Xin Zhao
Irelia	Vladimir
Syndra	Irelia
Syndra	Diana
Lucian	Miss Fortune
Xin Zhao	Vladimir
Lee Sin	Blitzcrank
Syndra	Lucian
Diana	Lee Sin
Irelia	Vladimir
Syndra	Irelia
Lee Sin	Xin Zhao
Lee Sin	Blitzcrank
Diana	Lee Sin
Diana	Syndra
Vladimir	Lucian
Xin Zhao	Vladimir
Irelia	Miss Fortune
Syndra	Irelia
Lucian	Vladimir
Xin Zhao	Vladimir
Syndra	Diana
Irelia	Miss Fortune
Lee Sin	Irelia
Syndra	Blitzcrank
Xin Zhao	Miss Fortune
Xin Zhao	Vladimir
Miss Fortune	Xin Zhao
Syndra	Blitzcrank
Diana	Syndra
Miss Fortune	Irelia
Lee Sin	Diana
Syndra	Irelia
Xin Zhao	Syndra
Alistar	Xin Zhao
Miss Fortune	Blitzcrank
Lucian	Vladimir
Syndra	Xin Zhao
Miss Fortune	Lucian
Syndra	Irelia
Vladimir	Xin Zhao
Syndra	Diana
Lee Sin	Lucian
Miss Fortune	Blitzcrank
Malphite	Lissandra
Lissandra	Rek'Sai
Lee Sin	Malphite
Lissandra	Rek'Sai
Ezreal	Morgana
Ezreal	Rek'Sai
Lucian	Brand
Lee Sin	Lucian
Xerath	Azir
Malphite	Xerath
Brand	Morgana
Xerath	Lucian
Xerath	Azir
Lee Sin	Rek'Sai
Ezreal	Lucian
Lee Sin	Morgana
Malphite	Ezreal
Lee Sin	Malphite
Lissandra	Rek'Sai
Lucian	Brand
Lissandra	Morgana
Xerath	Rek'Sai
Malphite	Brand
Ezreal	Azir
Xerath	Lucian
Ezreal	Morgana
Lee Sin	Malphite
Ezreal	Rek'Sai
Malphite	Ezreal
Brand	Lucian
Xerath	Rek'Sai
Xerath	Malphite
Lee Sin	Morgana
Lee Sin	Malphite
Xerath	Azir
Morgana	Lee Sin
Lissandra	Morgana
Fiora	Malphite
Nautilus	Lucian
Nautilus	Alistar
Fiora	Yasuo
Zac	Diana
Lucian	Fiora
Nautilus	Zac
Lucian	Tahm Kench
Lucian	Nautilus
Yasuo	Diana
Malphite	Fiora
Caitlyn	Alistar
Lucian	Nautilus
Lucian	Caitlyn
Yasuo	Diana
Diana	Alistar
Malphite	Fiora
Caitlyn	Alistar
Lucian	Tahm Kench
Yasuo	Caitlyn
Yasuo	Nautilus
Lucian	Tahm Kench
Lucian	Diana
Fiora	Alistar
Alistar	Nautilus
Lucian	Caitlyn
Fiora	Lucian
Fiora	Yasuo
Tahm Kench	Alistar
Zac	Diana
Zac	Nautilus
Yasuo	Tahm Kench
Yasuo	Caitlyn
Fiora	Yasuo
Lucian	Fiora
Caitlyn	Alistar
Zac	Diana
Fiora	Zac
Caitlyn	Malphite
Lucian	Tahm Kench
Diana	Lucian
Diana	Yasuo
Diana	Alistar
Lucian	Nautilus
Yasuo	Diana
Lucian	Caitlyn
Yasuo	Tahm Kench
Tahm Kench	Alistar
Fiora	Lucian
Yasuo	Caitlyn
Diana	Yasuo
Malphite	Diana
Alistar	Fiora
Malphite	Tahm Kench
Diana	Malphite
Caitlyn	Alistar
Diana	Zac
Tahm Kench	Yasuo
Malphite	Diana
Lucian	Fiora
Lucian	Nautilus
Malphite	Tahm Kench
Malphite	Caitlyn
Lucian	Fiora
Diana	Yasuo
Renekton	Darius
Renekton	Darius
Blitzcrank	Nautilus
Illaoi	Jinx
Renekton	Blitzcrank
Ezreal	Jinx
Brand	LeBlanc
Renekton	Darius
Elise	Brand
Elise	Illaoi
Darius	Elise
Brand	LeBlanc
Ezreal	Jinx
Elise	Darius
Brand	Renekton
Elise	Illaoi
Elise	Brand
LeBlanc	Blitzcrank
Ezreal	Elise
LeBlanc	Illaoi
Ezreal	Jinx
LeBlanc	Ezreal
Brand	Nautilus
Ezreal	Jinx
LeBlanc	Illaoi
Brand	Renekton
Elise	Darius
LeBlanc	Brand
Elise	Blitzcrank
Renekton	Brand
Illaoi	Jinx
Elise	Illaoi
Renekton	Ezreal
Elise	Blitzcrank
Blitzcrank	Renekton
Illaoi	LeBlanc
Jinx	Darius
Illaoi	Nautilus
LeBlanc	Brand
Ezreal	Jinx
Elise	Illaoi
LeBlanc	Blitzcrank
LeBlanc	Ezreal
Jinx	Illaoi
Jinx	Darius
Jinx	Blitzcrank
LeBlanc	Brand
Ezreal	Nautilus
Darius	Jinx
Renekton	Darius
Ezreal	Elise
Renekton	Ezreal
Renekton	Blitzcrank
Jinx	Illaoi
Brand	Renekton
Elise	Darius
Elise	Ezreal
LeBlanc	Blitzcrank
Brand	Jinx
Elise	Illaoi
LeBlanc	Brand
LeBlanc	Darius
Blitzcrank	LeBlanc
Ezreal	Elise
Jinx	Illaoi
LeBlanc	Darius
Brand	Renekton
LeBlanc	Blitzcrank
Ezreal	Nautilus
LeBlanc	Brand
Ezreal	Elise
Ezreal	LeBlanc
Jinx	Illaoi
Jinx	Darius
Jinx	Blitzcrank
Ezreal	Jinx
Brand	Nautilus
Illaoi	Jinx
Ezreal	Renekton
Darius	Nautilus
LeBlanc	Brand
Jinx	Illaoi
Jinx	Darius
Ezreal	Elise
Jinx	Blitzcrank
Jinx	Ezreal
Elise	Teemo
Zed	Anivia
Zac	Elise
Sivir	Vayne
Sivir	Shen
Zac	Sivir
Zed	Anivia
Elise	Zed
Nautilus	Vayne
Sivir	Zac
Sivir	Shen
Elise	Teemo
Sivir	Vayne
Shen	Sivir
Elise	Zed
Elise	Shen
Zac	Anivia
Zed	Elise
Nautilus	Shen
Elise	Vayne
Zac	Anivia
Malphite	Zed
Zac	Sivir
Vayne	Elise
Nautilus	Zed
Teemo	Elise
Nautilus	Teemo
Malphite	Shen
Zed	Sivir
Vayne	Nautilus
Vayne	Anivia
Elise	Zac
Zed	Anivia
Vayne	Elise
Sivir	Shen
Sivir	Vayne
Sivir	Teemo
Nautilus	Zac
Zed	Sivir
Zed	Nautilus
Anivia	Teemo
Zed	Malphite
Anivia	Shen
Vayne	Sivir
Anivia	Vayne
Elise	Zac
Nautilus	Zed
Rengar	Teemo
Gangplank	Gnar
Rengar	Soraka
Teemo	Annie
Rengar	Lissandra
Rek'Sai	Rengar
Lucian	Teemo
Gangplank	Dr. Mundo
Dr. Mundo	Soraka
Rengar	Teemo
Teemo	Lucian
Gangplank	Gnar
Rek'Sai	Dr. Mundo
Gangplank	Lucian
Rengar	Gangplank
Lissandra	Annie
Lucian	Soraka
Annie	Rek'Sai
Lissandra	Dr. Mundo
Rengar	Soraka
Teemo	Dr. Mundo
Lissandra	Gnar
Rengar	Teemo
Rek'Sai	Annie
Lissandra	Rengar
Rengar	Gangplank
Rengar	Soraka
Rek'Sai	Annie
Teemo	Rengar
Lucian	Lissandra
Gnar	Teemo
Rek'Sai	Lucian
Gnar	Rek'Sai
Gangplank	Dr. Mundo
Gangplank	Gnar
Rengar	Lissandra
Dr. Mundo	Soraka
Teemo	Lucian
Rengar	Rek'Sai
Teemo	Rengar
Annie	Gangplank
Annie	Lissandra
Teemo	Dr. Mundo
Lucian	Rek'Sai
Gangplank	Annie
Gangplank	Gnar
Gangplank	Rengar
Lissandra	Dr. Mundo
Gangplank	Lucian
Rengar	Lissandra
Gangplank	Rengar
Gangplank	Dr. Mundo
Lissandra	Rengar
Teemo	Lucian
Teemo	Gnar
Rek'Sai	Lucian
Annie	Soraka
Annie	Rek'Sai
Teemo	Gnar
Gangplank	Lucian
Annie	Gangplank
Lissandra	Rengar
Rek'Sai	Gnar
Annie	Soraka
Annie	Rek'Sai
Gangplank	Annie
Lissandra	Rengar
Teemo	Dr. Mundo
Teemo	Gnar
Gangplank	Dr. Mundo
Lissandra	Annie
Rengar	Soraka
Gangplank	Lucian
Vayne	Dr. Mundo
Olaf	Annie
Lucian	Tahm Kench
Renekton	Shen
Lucian	Vayne
Olaf	Tahm Kench
Olaf	Annie
Annie	Lucian
Olaf	Annie
Shen	Renekton
Lulu	Tahm Kench
Olaf	Master Yi
Lucian	Tahm Kench
Annie	Dr. Mundo
Lulu	Vayne
Master Yi	Lulu
Master Yi	Lucian
Lulu	Master Yi
Lulu	Tahm Kench
Lucian	Annie
Vayne	Lucian
Lulu	Renekton
Shen	Master Yi
Shen	Renekton
Lucian	Annie
Lucian	Tahm Kench
Olaf	Vayne
Vayne	Dr. Mundo
Nidalee	Ekko
Riven	Malphite
Ekko	Twisted Fate
Thresh	Udyr
Ekko	Nidalee
Lucian	Vayne
Lucian	Nidalee
Ekko	Twisted Fate
Dr. Mundo	Thresh
Nidalee	Malphite
Nidalee	Dr. Mundo
Vayne	Ekko
Riven	Udyr
Riven	Malphite
Udyr	Riven
Ekko	Thresh
Dr. Mundo	Riven
Nidalee	Dr. Mundo
Vayne	Lucian
Nidalee	Udyr
Ekko	Nidalee
Riven	Malphite
Ekko	Riven
Twisted Fate	Lucian
Nidalee	Malphite
Vayne	Udyr
Dr. Mundo	Riven
Malphite	Nidalee
Vayne	Malphite
Ekko	Riven
Udyr	Thresh
Vayne	Udyr
Nidalee	Dr. Mundo
Ekko	Nidalee
Lucian	Thresh
Vayne	Udyr
Vayne	Dr. Mundo
Nidalee	Lucian
Ekko	Nidalee
Ekko	Vayne
Ekko	Riven
Ekko	Twisted Fate
Lucian	Thresh
Ekko	Vayne
Ekko	Twisted Fate
Udyr	Riven
Ekko	Nidalee
Gangplank	Darius
Corki	Bard
Sivir	Lucian
Sivir	Soraka
Soraka	Sivir
Brand	Kha'Zix
Dr. Mundo	Corki
Brand	Corki
Darius	Gangplank
Bard	Soraka
Kha'Zix	Bard
Brand	Lucian
Kha'Zix	Sivir
Dr. Mundo	Corki
Lucian	Sivir
Kha'Zix	Dr. Mundo
Corki	Brand
Darius	Kha'Zix
Brand	Corki
Sivir	Lucian
Kha'Zix	Bard
Corki	Brand
Darius	Gangplank
Corki	Dr. Mundo
Gangplank	Brand
Lucian	Sivir
Corki	Bard
Darius	Soraka
Bard	Lucian
Kha'Zix	Darius
Brand	Kha'Zix
Dr. Mundo	Kha'Zix
Sivir	Soraka
Sivir	Corki
Corki	Sivir
Kha'Zix	Darius
Kha'Zix	Dr. Mundo
Lucian	Bard
Lucian	Sivir
Kha'Zix	Brand
Sivir	Soraka
Bard	Kha'Zix
Gangplank	Dr. Mundo
Corki	Brand
Darius	Gangplank
Lucian	Sivir
Darius	Lucian
Corki	Brand
Darius	Corki
Darius	Kha'Zix
Darius	Soraka
Sivir	Lucian
Lucian	Brand
Dr. Mundo	Kha'Zix
Darius	Soraka
Corki	Darius
Lucian	Sivir
Dr. Mundo	Lucian
Gangplank	Brand
Corki	Bard
Corki	Sivir
Brand	Lucian
Corki	Dr. Mundo
Corki	Darius
Corki	Bard
Corki	Brand
Lucian	Miss Fortune
Kindred	Zyra
Kindred	Vladimir
Syndra	Zyra
Nautilus	Elise
Kindred	Braum
Braum	Miss Fortune
Lucian	Nautilus
Lucian	Miss Fortune
Lucian	Nautilus
Fiora	Vladimir
Lucian	Nautilus
Syndra	Elise
Kindred	Braum
Kindred	Lucian
Syndra	Zyra
Miss Fortune	Vladimir
Nautilus	Zyra
Lucian	Fiora
Miss Fortune	Elise
Miss Fortune	Lucian
Kindred	Braum
Lucian	Miss Fortune
Kindred	Lucian
Zyra	Nautilus
Syndra	Elise
Kindred	Vladimir
Fiora	Zyra
Miss Fortune	Braum
Lucian	Nautilus
Miss Fortune	Elise
Fiora	Braum
Lucian	Fiora
Miss Fortune	Zyra
Lucian	Kindred
Lucian	Nautilus
Elise	Syndra
Lucian	Kindred
Vladimir	Miss Fortune
Elise	Nautilus
Syndra	Elise
Syndra	Braum
Fiora	Lucian
Vladimir	Fiora
Kindred	Vladimir
Zyra	Kindred
Fiora	Zyra
Elise	Kindred
Lucian	Fiora
Braum	Nautilus
Vladimir	Kindred
Nautilus	Vladimir
Fiora	Vladimir
Kindred	Zyra
Braum	Fiora
Lucian	Nautilus
Lucian	Miss Fortune
Syndra	Lucian
Kindred	Braum
Kindred	Elise
Syndra	Vladimir
Lucian	Syndra
Syndra	Lucian
Fiora	Zyra
Fiora	Braum
Caitlyn	Corki
Renekton	Fiora
Fiora	Renekton
Lulu	Syndra
Corki	Blitzcrank
Nautilus	Caitlyn
Elise	Lee Sin
Fiora	Renekton
Nautilus	Lulu
Renekton	Fiora
Nautilus	Caitlyn
Lee Sin	Blitzcrank
Renekton	Lee Sin
Lulu	Corki
Corki	Renekton
Syndra	Elise
Fiora	Renekton
Elise	Lee Sin
Nautilus	Blitzcrank
Elise	Syndra
Lulu	Nautilus
Elise	Nautilus
Corki	Blitzcrank
Caitlyn	Lee Sin
Lulu	Corki
Syndra	Renekton
Caitlyn	Fiora
Nautilus	Lulu
Syndra	Elise
Nautilus	Blitzcrank
Renekton	Lee Sin
Fiora	Renekton
Syndra	Lulu
Fiora	Elise
Elise	Syndra
Fiora	Lulu
Lee Sin	Caitlyn
Nautilus	Blitzcrank
Fiora	Renekton
Corki	Blitzcrank
Lulu	Lee Sin
Fiora	Caitlyn
Elise	Corki
Fiora	Elise
Renekton	Fiora
Renekton	Nautilus
Blitzcrank	Syndra
Fiora	Blitzcrank
Lee Sin	Renekton
Elise	Corki
Elise	Lee Sin
Elise	Syndra
Syndra	Elise
Caitlyn	Nautilus
Fiora	Blitzcrank
Corki	Caitlyn
Corki	Lulu
Corki	Elise
Fiora	Renekton
Fiora	Blitzcrank
Fiora	Caitlyn
Elise	Nautilus
Lulu	Lee Sin
Corki	Blitzcrank
Fiora	Caitlyn
Renekton	Corki
Syndra	Renekton
Syndra	Lulu
Blitzcrank	Syndra
Lee Sin	Renekton
Elise	Lee Sin
Corki	Elise
Corki	Lulu
Fiora	Blitzcrank
Corki	Caitlyn
Corki	Caitlyn
Syndra	Blitzcrank
Elise	Corki
Corki	Elise
Lulu	Nautilus
Lulu	Syndra
Ezreal	Lucian
Kindred	Lucian
Nidalee	Lulu
Kindred	Lee Sin
Nidalee	Lulu
Lucian	Ezreal
Lucian	Tahm Kench
Ahri	Brand
Blitzcrank	Kindred
Lee Sin	Brand
Kindred	Ahri
Lee Sin	Kindred
Lee Sin	Tahm Kench
Lucian	Ezreal
Kindred	Lee Sin
Brand	Blitzcrank
Nidalee	Lulu
Lucian	Kindred
Kindred	Lucian
Brand	Lee Sin
Lucian	Ezreal
Kindred	Nidalee
Brand	Lee Sin
Lucian	Tahm Kench
Ahri	Brand
Lucian	Kindred
Blitzcrank	Ezreal
Lee Sin	Kindred
Ezreal	Nidalee
Ezreal	Blitzcrank
Kindred	Ahri
Brand	Lee Sin
Ezreal	Lucian
Nidalee	Ezreal
Ezreal	Lee Sin
Kindred	Blitzcrank
Lucian	Ezreal
Lucian	Brand
Lucian	Lulu
Nidalee	Kindred
Nidalee	Tahm Kench
Brand	Lucian
Ezreal	Nidalee
Lucian	Tahm Kench
Lee Sin	Lulu
Lee Sin	Ezreal
Lucian	Kindred
Nidalee	Ezreal
Lucian	Kindred
Tahm Kench	Nidalee
Lulu	Lee Sin
Lucian	Ezreal
Brand	Nidalee
Ahri	Brand
Lucian	Kindred
Blitzcrank	Tahm Kench
Lucian	Lulu
Ezreal	Blitzcrank
Nidalee	Kindred
Brand	Lee Sin
Ahri	Tahm Kench
Ahri	Lulu
Ahri	Ezreal
Nidalee	Brand
Ryze	Orianna
Zac	Nautilus
Dr. Mundo	Renekton
Dr. Mundo	Ryze
Zac	Dr. Mundo
Dr. Mundo	Ryze
Vayne	Lucian
Blitzcrank	Nautilus
Lucian	Blitzcrank
Lucian	Vayne
Tahm Kench	Renekton
Zac	Tahm Kench
Zac	Dr. Mundo
Lucian	Vayne
Ryze	Orianna
Nautilus	Blitzcrank
Vayne	Nautilus
Ryze	Orianna
Lucian	Ryze
Lucian	Blitzcrank
Lucian	Zac
Vayne	Nautilus
Lucian	Vayne
Ryze	Tahm Kench
Ryze	Orianna
Lucian	Blitzcrank
Vayne	Lucian
Lucian	Zac
Ryze	Nautilus
Vayne	Orianna
Lucian	Vayne
Renekton	Orianna
Zac	Nautilus
Lucian	Ryze
Ryze	Lucian
Zac	Dr. Mundo
Lucian	Vayne
Ryze	Nautilus
Lucian	Zac
Dr. Mundo	Blitzcrank
Ryze	Lucian
Dr. Mundo	Ryze
Dr. Mundo	Renekton
Vayne	Dr. Mundo
Lucian	Renekton
Vayne	Tahm Kench
Lucian	Zac
Orianna	Ryze
Ryze	Lucian
Orianna	Blitzcrank
Vayne	Nautilus
Vayne	Orianna
Ryze	Nautilus
Zac	Nautilus
Vayne	Tahm Kench
Vayne	Orianna
Ryze	Lucian
Vayne	Dr. Mundo
Zac	Nautilus
Vayne	Orianna
Tahm Kench	Ryze
Kalista	Kennen
Vi	Riven
Lissandra	Orianna
Brand	Tristana
Tristana	Brand
Lissandra	Kalista
Riven	Yasuo
Tristana	Brand
Kennen	Kalista
Vi	Rek'Sai
Kalista	Kennen
Kalista	Tristana
Rek'Sai	Kalista
Brand	Rek'Sai
Riven	Yasuo
Orianna	Lissandra
Orianna	Kennen
Kalista	Tristana
Kalista	Kennen
Tristana	Kalista
Brand	Riven
Lissandra	Yasuo
Vi	Lissandra
Tristana	Orianna
Vi	Kennen
Riven	Brand
Brand	Tristana
Lissandra	Vi
Yasuo	Riven
Lissandra	Yasuo
Vi	Tristana
Brand	Kennen
Riven	Kalista
Lissandra	Vi
Brand	Kennen
Rek'Sai	Vi
Riven	Yasuo
Orianna	Lissandra
Kennen	Brand
Riven	Kalista
Orianna	Kennen
Tristana	Brand
Kennen	Brand
Vi	Riven
Kalista	Kennen
Brand	Riven
Tristana	Brand
Yasuo	Rek'Sai
Yasuo	Tristana
Brand	Kennen
Orianna	Lissandra
Vi	Kennen
Kalista	Riven
Lissandra	Vi
Kalista	Rek'Sai
Yasuo	Tristana
Lissandra	Brand
Orianna	Lissandra
Rammus	LeBlanc
LeBlanc	Lee Sin
Yasuo	Malphite
LeBlanc	Dr. Mundo
Nidalee	Rammus
Twitch	Dr. Mundo
Rammus	LeBlanc
Rammus	Nidalee
Malphite	Yasuo
LeBlanc	Dr. Mundo
Rammus	Alistar
Nidalee	Lucian
Rammus	LeBlanc
Rammus	Twitch
Lucian	Nidalee
Lee Sin	LeBlanc
Lee Sin	Yasuo
Lee Sin	Nidalee
Lucian	LeBlanc
Rammus	Twitch
Yasuo	Lucian
Dr. Mundo	Yasuo
Rammus	Nidalee
Twitch	Dr. Mundo
Lucian	LeBlanc
Lee Sin	Alistar
Yasuo	Lucian
Lee Sin	Yasuo
Twitch	Rammus
Nidalee	Lucian
Rammus	Nidalee
Yasuo	Dr. Mundo
Yasuo	Malphite
LeBlanc	Lee Sin
Lucian	Nidalee
Lucian	Alistar
Nidalee	Malphite
Rammus	Yasuo
Twitch	Rammus
Twitch	Lee Sin
Malphite	Nidalee
Yasuo	Rammus
Lucian	Alistar
Malphite	Twitch
LeBlanc	Lucian
Lee Sin	LeBlanc
Lee Sin	Nidalee
Lucian	Yasuo
Lucian	Twitch
LeBlanc	Lucian
Lee Sin	Alistar
Dr. Mundo	LeBlanc
Nidalee	Malphite
Lee Sin	Nidalee
Twitch	Dr. Mundo
LeBlanc	Rammus
Lee Sin	Nidalee
LeBlanc	Lucian
Twitch	Malphite
Rammus	Twitch
LeBlanc	Lee Sin
Rammus	Yasuo
Dr. Mundo	Alistar
Malphite	Nidalee
Rammus	LeBlanc
Rammus	Twitch
Yasuo	Malphite
Alistar	Lucian
Alistar	Dr. Mundo
Yasuo	Lee Sin
Rammus	Nidalee
Twitch	Rammus
Malphite	LeBlanc
Lee Sin	Nidalee
Malphite	Yasuo
Lee Sin	Alistar
Malphite	Twitch
Twitch	Dr. Mundo
Twitch	Lee Sin
Lucian	LeBlanc
Yasuo	Rammus
Lee Sin	Nidalee
Dr. Mundo	Twitch
Dr. Mundo	LeBlanc
Alistar	Lee Sin
Malphite	Yasuo
Lucian	Alistar
Lucian	Nidalee
Nidalee	Rammus
Kalista	Lucian
Corki	Yasuo
Teemo	Corki
Blitzcrank	Lucian
Dr. Mundo	Nidalee
Teemo	Gnar
Nidalee	Dr. Mundo
Yasuo	Corki
Kalista	Lucian
Kalista	Alistar
Dr. Mundo	Blitzcrank
Nidalee	Lucian
Nidalee	Dr. Mundo
Corki	Yasuo
Dr. Mundo	Nidalee
Dr. Mundo	Blitzcrank
Corki	Dr. Mundo
Lucian	Corki
Corki	Alistar
Blitzcrank	Dr. Mundo
Teemo	Gnar
Nidalee	Lucian
Dr. Mundo	Nidalee
Dr. Mundo	Kalista
Gnar	Lucian
Kalista	Dr. Mundo
Gnar	Yasuo
Teemo	Blitzcrank
Teemo	Nidalee
Teemo	Gnar
Lucian	Corki
Nidalee	Yasuo
Teemo	Blitzcrank
Kalista	Lucian
Dr. Mundo	Kalista
Nidalee	Teemo
Gnar	Alistar
Nidalee	Dr. Mundo
Corki	Alistar
Dr. Mundo	Kalista
Corki	Yasuo
Nidalee	Lucian
Dr. Mundo	Blitzcrank
Nidalee	Teemo
Corki	Dr. Mundo
Nidalee	Teemo
Lucian	Nidalee
Yasuo	Gnar
Teemo	Kalista
Teemo	Nidalee
Nidalee	Teemo
Lucian	Corki
Gnar	Lucian
Dr. Mundo	Blitzcrank
Kalista	Dr. Mundo
Nidalee	Yasuo
Corki	Alistar
Nidalee	Yasuo
Blitzcrank	Lucian
Corki	Alistar
Kalista	Dr. Mundo
Dr. Mundo	Blitzcrank
Yasuo	Gnar
Lucian	Nidalee
Blitzcrank	Lucian
Corki	Dr. Mundo
Corki	Alistar
Kalista	Yasuo
Nidalee	Alistar
Gnar	Lucian
Corki	Dr. Mundo
Corki	Teemo
Zyra	Vayne
Zyra	Lee Sin
Nidalee	Ryze
Zyra	Shen
Nidalee	Shaco
Vayne	Zyra
Zyra	Shen
Zyra	Vayne
Lucian	Shen
Nidalee	Ryze
Nidalee	Zyra
Shaco	Lee Sin
Yasuo	Shaco
Ryze	Vayne
Nidalee	Lissandra
Lucian	Nidalee
Zyra	Yasuo
Lee Sin	Lissandra
Lucian	Lee Sin
Lucian	Shen
Lucian	Nidalee
Vayne	Shaco
Shen	Ryze
Nidalee	Zyra
Lucian	Nidalee
Yasuo	Ryze
Lucian	Vayne
Vayne	Zyra
Lissandra	Nidalee
Lissandra	Lee Sin
Lucian	Lee Sin
Lucian	Nidalee
Lucian	Yasuo
Shen	Zyra
Lucian	Shen
Vayne	Ryze
Lucian	Nidalee
Shaco	Yasuo
Lissandra	Lee Sin
Lucian	Vayne
Zyra	Shen
Lucian	Yasuo
Malphite	Irelia
Irelia	Malphite
Zac	Xerath
Janna	Alistar
Zac	Elise
Yasuo	Vayne
Xerath	Irelia
Elise	Irelia
Diana	Xerath
Diana	Janna
Diana	Vayne
Elise	Diana
Diana	Elise
Elise	Diana
Yasuo	Elise
Vayne	Yasuo
Vayne	Alistar
Malphite	Irelia
Yasuo	Vayne
Elise	Yasuo
Elise	Alistar
Irelia	Malphite
Janna	Yasuo
Zac	Xerath
Elise	Irelia
Diana	Elise
Janna	Yasuo
Malphite	Yasuo
Zac	Vayne
Elise	Alistar
Elise	Zac
Xerath	Diana
Irelia	Vayne
Malphite	Irelia
Malphite	Irelia
Vayne	Yasuo
Xerath	Diana
Elise	Zac
Elise	Alistar
Malphite	Diana
Elise	Yasuo
Diana	Xerath
Zac	Vayne
Elise	Diana
Elise	Zac
Irelia	Janna
Elise	Diana
Irelia	Elise
Vayne	Alistar
Xerath	Irelia
Vayne	Zac
Vayne	Yasuo
Xerath	Diana
Vayne	Alistar
Malphite	Irelia
Vayne	Yasuo
Yasuo	Vayne
Vayne	Janna
Zac	Braum
Zac	Diana
Zac	Vayne
